"PC1","PC2","BinomName","Order2","Order","depth_median","t_median","rmax","maxwt_all","log_wt","invtemp","invtemp_scaled","depth_scaled"
-0.889791743868631,-0.0510276811159949,"Acroteriobatus_annulatus","Rhinopristiformes","rays",36.5,21.785,0.565979797,6984.015709,8.85137934680099,39.34754073,-0.332629897,-0.296547878
-1.04230356197564,-0.169379308697368,"Aetobatus_flagellum","Myliobatiformes","rays",30,23.402,0.232729205,50000,10.8197782844103,39.1329916,-0.428394586,-0.308625329
2.36917428191998,0.0520622814961873,"Amblyraja_georgiana","Rajiformes","skates",637,3.089,0.175918412,11893.13914,9.38371696997774,42.01060287,0.856036395,0.819222804
1.00549581446485,0.814198747521265,"Amblyraja_radiata","Rajiformes","skates",232.5,6.258,0.356450865,11400,9.34136863438259,41.53412546,0.643359181,0.067633727
-1.40933545570143,-0.483857063152941,"Anoxypristis_cuspidata","Rhinopristiformes","rays",20,27.55,0.555295804,707515.8811,13.4695153550321,38.59317235,-0.669344634,-0.327206024
-0.653378159911971,-0.200887020795417,"Aptychotrema_rostrata","Rhinopristiformes","rays",110,21.272,0.18123601,6492.879645,8.77846141622087,39.41609977,-0.302028352,-0.159979776
2.81157266167599,-0.406842827231999,"Bathyraja_aleutica","Rajiformes","skates",808.5,3.175,0.273341887,23100,10.0475878965099,41.997528,0.850200388,1.137881708
1.30623332904112,0.67610919919124,"Bathyraja_brachyurops","Rajiformes","skates",316,5.394,0.460763434,16870.33741,9.73331217593277,41.66295783,0.700863922,0.222782523
2.40609248344844,-0.0292663303333329,"Bathyraja_lindbergi","Rajiformes","skates",659.5,3.3205,0.217313262,4676.060025,8.45021115933591,41.97542568,0.840334945,0.861029366
2.32477110979679,0.0286807650810825,"Bathyraja_maculata","Rajiformes","skates",633,3.4425,0.179479612,8500,9.04782144247841,41.95691107,0.832070891,0.811790526
2.75500329217791,-0.339909969445071,"Bathyraja_minispinosa","Rajiformes","skates",785,3.121,0.184627135,4612.310517,8.43648420717976,42.00573685,0.853864433,1.094217077
3.14629144283752,-0.702773717313044,"Bathyraja_parmifera","Rajiformes","skates",928.5,2.973,0.345675904,18200,9.80917687306489,42.02825163,0.863913978,1.360850038
4.70541477595338,-2.1234700808184,"Bathyraja_trachura","Rajiformes","skates",1495.5,2.2545,0.386204421,5000,8.51719319141624,42.13789871,0.912855302,2.414375395
0.529420524302075,1.26307630851428,"Beringraja_binoculata","Rajiformes","skates",56.5,6.403,0.328075682,91000,11.418614785499,41.51258232,0.633743333,-0.25938649
-1.08769241986452,-0.0676165766296455,"Dasyatis_americana","Myliobatiformes","rays",2,23.064,0.335580843,135630,11.8176858689568,39.17764497,-0.408463415,-0.360651273
-0.71196250574958,0.0269486923896466,"Dasyatis_chrysonota","Myliobatiformes","rays",55.5,20.274,0.236833405,2087.408823,7.64367877816633,39.55016265,-0.242188956,-0.261244559
-0.378884448878356,0.257546177683952,"Dasyatis_dipterura","Myliobatiformes","rays",75,16.9985,0.144352392,14487.08869,9.58101309656336,39.99664629,-0.042899558,-0.225012206
-0.818924171163489,-0.316506599740231,"Dasyatis_lata","Myliobatiformes","rays",100.5,22.945,0.123772597,290000,12.5776362019627,39.19339038,-0.401435397,-0.177631436
-0.547436966341709,0.338625821754121,"Dasyatis_pastinaca","Myliobatiformes","rays",27.5,17.502,0.245511225,2595.22322,7.86142781116837,39.92735961,-0.073825887,-0.313270503
0.117777138278278,0.360051720313971,"Dipturus_batis","Rajiformes","skates",150,13.596,0.345068186,97070,11.4831876467063,40.47124258,0.168938014,-0.085657
0.338873748598711,0.84391902698548,"Dipturus_intermedia","Rajiformes","skates",100,9.6935,0.240230226,124371.8549,11.731031186905,41.0296398,0.418180398,-0.178560471
0.228892101919006,0.865322728481313,"Dipturus_laevis","Rajiformes","skates",75,10.178,0.376412133,18000,9.7981270368783,40.9594778,0.386863363,-0.225012206
1.18190321630613,0.846082266369459,"Dipturus_trachydermus","Rajiformes","skates",260,5.1525,0.224219741,193875.5862,12.1749719240719,41.69911131,0.717001144,0.118730635
-0.455182512957795,0.288984099108454,"Glaucostegus_cemiculus","Rhinopristiformes","rays",54.5,17.2565,0.47112834,49900,10.8177762817396,39.96111287,-0.058760011,-0.263102629
-1.32653381823498,-0.558717843497134,"Glaucostegus_typus","Rhinopristiformes","rays",50,27.501,0.351886298,67218.04611,11.1156970337635,38.59946225,-0.666537116,-0.271463941
-0.947818151619487,-0.114309502793873,"Gymnura_natalensis","Myliobatiformes","rays",37.5,22.507,0.29787306,82600,11.3217649595091,39.25145329,-0.375518833,-0.294689809
-1.08195378697876,-0.424501504708369,"Himantura_astra","Myliobatiformes","rays",71,25.182,0.143622179,94595.04,11.4573603223758,38.89950433,-0.532612376,-0.232444484
-1.18838812860776,-0.420572153869913,"Himantura_gerrardi","Myliobatiformes","rays",50,25.806,0.437523399,395589.58,12.8881325386467,38.81831081,-0.568853364,-0.271463941
1.64896533691392,0.251550773718895,"Leucoraja_erinacea","Rajiformes","skates",462,5.828,0.322638161,1444.840325,7.27575409271066,41.59814367,0.671933916,0.494060657
0.0532620359207303,0.374367826861746,"Leucoraja_naevus","Rajiformes","skates",135,13.878,0.696850659,3544.939378,8.17327633811479,40.43148029,0.15118999,-0.113528041
1.50072438063238,0.620968089248976,"Leucoraja_ocellata","Rajiformes","skates",363.5,4.658,0.418558409,12628.54177,9.44371475103825,41.77333599,0.750131568,0.31104082
2.50140139829096,-0.307091804309348,"Malacoraja_senta","Rajiformes","skates",730.5,4.276,0.368042286,2824.947378,7.94624501615041,41.83085553,0.775805596,0.992952294
-0.0383190743854983,-0.142901811533227,"Manta_alfredi","Myliobatiformes","rays",216,17.343,0.021331948,788750,13.5782046928376,39.94921367,-0.06407126,0.036975581
1.48793761979136,-0.109182672630486,"Manta_birostris","Myliobatiformes","rays",500,8.6275,0.023204348,3e+06,14.9141228466324,41.18486013,0.487463487,0.564667295
0.71739064775542,-0.0914175556131933,"Mobula_mobular","Myliobatiformes","rays",350,12.767,0.084389508,1500000,14.2209756660724,40.58858664,0.221314908,0.285956883
-0.169270593953525,0.577523725076234,"Myliobatis_californicus","Myliobatiformes","rays",54,13.987,0.38187297,82100,11.3156932954405,40.41613211,0.144339279,-0.264031664
-0.854317139222887,0.00284087227432483,"Narcine_brasiliensis","Torpediniformes","rays",33,21.2555,0.304833271,650,6.47697236288968,39.41830885,-0.301042322,-0.303051121
-0.711516365706431,0.0562996090314146,"Narcine_entemedor","Torpediniformes","rays",50,20.099,0.337860903,4447.454833,8.40008726389539,39.5737647,-0.231654104,-0.271463941
-1.23644089174691,-0.395049122030762,"Neotrygon_annotata","Myliobatiformes","rays",36,25.9435,0.206820076,2801.264894,7.93782634201309,38.80046516,-0.576818827,-0.297476913
-1.25799843706199,-0.371935648966159,"Neotrygon_kuhlii","Myliobatiformes","rays",27.5,25.934,0.153100715,3145.377582,8.05368921979781,38.8016976,-0.576268721,-0.313270503
-1.221343603575,-0.466666163654706,"Neotrygon_picta","Myliobatiformes","rays",52.5,26.289,0.257522863,1024.157651,6.93162574980412,38.75569624,-0.596801577,-0.266818768
0.451764168649512,0.825424098860743,"Okamejei_kenojei","Rajiformes","skates",125,9.179,1.036578082,750,6.62007320653036,41.10440984,0.451554242,-0.132108735
-1.25203153030746,-0.352830207394078,"Platyrhina_sinensis","Torpediniformes","rays",25,25.781,0.51887884,519.09,6.25207727853667,38.82155724,-0.567404311,-0.317915677
-1.56350988355855,-0.585477351739841,"Pristis_clavata","Rhinopristiformes","rays",10,29.137,0.227292147,198834.1111,12.2002261434956,38.39055906,-0.759781724,-0.345786718
-1.20284738309771,-0.492840961557098,"Pristis_pectinata","Rhinopristiformes","rays",61,26.336,0.186138543,350000,12.7656884334656,38.74961409,-0.599516363,-0.251025178
-1.36436987506943,-0.491445621791152,"Pristis_pristis","Rhinopristiformes","rays",30,27.3195,0.28281211,625725.3964,13.3466668899433,38.62277844,-0.656129862,-0.308625329
-1.24897326786483,-0.481157293126982,"Pristis_zijsron","Rhinopristiformes","rays",50,26.547,0.223712853,865959.5482,13.6715934753681,38.72233264,-0.611693525,-0.271463941
-0.335519855987308,0.300910770574999,"Pteromylaeus_bovinus","Myliobatiformes","rays",75,16.501,0.903413178,116000,11.6613454700885,40.0653439,-0.01223616,-0.225012206
-0.631542564900118,0.133645702874217,"Pteroplatytrygon_violacea","Myliobatiformes","rays",50.5,19.1785,0.50934726,19877.3522,9.8973362822053,39.69837674,-0.176033122,-0.270534907
-0.547614402768258,0.29903278087491,"Raja_asterias","Rajiformes","skates",35,17.7315,0.97873531,7029.589549,8.8578835974672,39.89585768,-0.087886875,-0.299334982
1.05073408269156,-0.309892583014309,"Raja_brachyura","Rajiformes","skates",455,12.1275,0.501542491,14280,9.56661523589358,40.67957314,0.261927023,0.481054171
1.26413655574114,-0.403931824695489,"Raja_clavata","Rajiformes","skates",513.5,11.466,0.594302152,18000,9.7981270368783,40.77411996,0.304128298,0.589751232
-1.18095627626996,-0.281754953356579,"Raja_eglanteria","Rajiformes","skates",25,24.9165,0.61666784,4854.424831,8.48764590429439,38.93415371,-0.517146516,-0.317915677
-0.270103776277289,0.466179714898427,"Raja_microocellata","Rajiformes","skates",56,15.186,0.651850713,4500,8.41183267575841,40.24806797,0.069323312,-0.260315525
-0.159329957465557,0.345715320921212,"Raja_miraletus","Rajiformes","skates",100,15.241,1.27449978,2327.577423,7.7525832730448,40.24039213,0.065897176,-0.178560471
0.812283038550117,-0.280317516877659,"Raja_montagui","Rajiformes","skates",404,13.2925,0.604184514,3697.382723,8.21538047616442,40.51412387,0.188078212,0.386292631
0.0912237130821298,0.199485239978773,"Raja_radula","Rajiformes","skates",175.5,14.65,0.678227855,2465.951414,7.81033298117821,40.32302615,0.102781136,-0.03827623
-0.121266705301875,0.373267745230851,"Raja_undulata","Rajiformes","skates",102,14.869,0.368569332,12785.95154,9.45610231123659,40.29236587,0.089095822,-0.174844332
-0.638119303364147,-0.00431638376535015,"Rhinobatos_horkelii","Rhinopristiformes","rays",75.5,20.024,0.26218008,9525.31514,9.16170828501189,39.5838885,-0.227135317,-0.224083171
-1.36289648592771,-0.542526371919645,"Rhinobatos_percellens","Rhinopristiformes","rays",40,27.6255,0.212612148,3725.399421,8.22292935217934,38.58348478,-0.673668713,-0.290044635
-0.686688482751092,0.307110290848679,"Rhinobatos_productus","Rhinopristiformes","rays",7,18.49,0.253102844,18400,9.82010594359708,39.79209617,-0.134201159,-0.351360926
-0.448091076458589,0.293447828644148,"Rhinobatos_rhinobatos","Rhinopristiformes","rays",55,17.19,0.524552616,21218.48314,9.96262792704935,39.97026564,-0.054674645,-0.262173594
-1.36043393739314,-0.487509684114864,"Rhinoptera_bonasus","Myliobatiformes","rays",30,27.271,0.052656011,24296.6346,10.0980931259103,38.6290137,-0.653346731,-0.308625329
-1.36674509453553,-0.401851097534378,"Rhinoptera_steindachneri","Myliobatiformes","rays",12.5,26.783,0.112937278,18814.76033,9.84239696470564,38.69186427,-0.62529318,-0.341141544
1.86249157312621,0.265371280704364,"Rhinoraja_albomaculata","Rajiformes","skates",500,4.6255,0.265188631,4293.324949,8.36481675811566,41.77822351,0.752313128,0.564667295
2.0660868816188,0.258750032116099,"Rhinoraja_taranetzi","Rajiformes","skates",540,3.592,0.404960985,2682.748951,7.89459727579048,41.93424535,0.821953972,0.638990071
-1.40345732049477,-0.530533067216496,"Rhynchobatus_australiae","Rhinopristiformes","rays",30,27.802,0.498432479,183549.7204,12.1202408656332,38.56085663,-0.683768857,-0.308625329
0.447042371290644,0.0323902124486449,"Rostroraja_alba","Rajiformes","skates",275,13.587,0.200638594,96388.30666,11.4761401730337,40.47251288,0.169505016,0.146601677
0.421343586279413,0.918505743775649,"Torpedo_californica","Torpediniformes","rays",101.5,8.8385,0.286401436,41000,10.6213273456864,41.15404325,0.473708275,-0.175773366
1.72129256648109,-1.158148724134,"Torpedo_marmorata","Torpediniformes","rays",744,13.118,0.228964974,3000,8.00636756765025,40.53882001,0.199101413,1.018036231
-0.261795580263598,0.453466255204033,"Trygonoptera_imitata","Myliobatiformes","rays",60,15.211,0.27465506,6100.895139,8.7161907834939,40.24457859,0.067765815,-0.252883247
-0.658383618606325,0.267094773942166,"Trygonoptera_mucosa","Myliobatiformes","rays",20,18.558,0.155280929,1211.092984,7.09927852342955,39.78282024,-0.138341499,-0.327206024
-0.708578790440212,0.0198215798449722,"Trygonoptera_personata","Myliobatiformes","rays",57.5,20.296,0.180106136,1953.001496,7.57712269687741,39.54719753,-0.243512448,-0.257528421
-1.05691491464408,-0.120925694241544,"Urobatis_concentricus","Myliobatiformes","rays",18,23.199,0.33669418,1432.12208,7.26691259528355,39.15979783,-0.416429543,-0.330922162
-1.21803276348702,-0.245255645595337,"Urobatis_halleri","Myliobatiformes","rays",11,24.92,0.56745145,1360,7.2152399787301,38.93369653,-0.517350577,-0.343928648
-1.35888019947976,-0.5148607228001,"Urobatis_jamaicensis","Myliobatiformes","rays",35.5,27.43,0.369357484,4221.125224,8.34785701224602,38.60857983,-0.662467455,-0.298405948
-0.0198086465606818,0.456331855227469,"Urolophus_cruciatus","Myliobatiformes","rays",105.5,13.828,0.086241762,1461.735563,7.28737975048913,40.43852465,0.154334259,-0.168341089
0.464705069720515,0.181438259054054,"Urolophus_expansus","Myliobatiformes","rays",250,12.6545,0.090511135,1646.835289,7.40661071849783,40.60456335,0.228446164,0.100149941
-0.685780505206836,0.263347250013252,"Urolophus_lobatus","Myliobatiformes","rays",15.5,18.739,0.20946532,924.1534837,6.82887816574773,39.75815096,-0.149352709,-0.335567336
-0.291611766539695,0.344818860022612,"Urolophus_paucimaculatus","Myliobatiformes","rays",75,15.999,0.195199012,2177.005675,7.6857056680295,40.13490251,0.018811548,-0.225012206
-0.696510908134816,0.0581665317854755,"Urotrygon_aspidura","Myliobatiformes","rays",52.5,20,0.551035051,516.2131852,6.24651982977116,39.5871292,-0.225688817,-0.266818768
-1.36869905353276,-0.422199005276185,"Urotrygon_rogersi","Myliobatiformes","rays",16,26.92,1.166078111,680.6675689,6.52307403556982,38.67419911,-0.633178082,-0.334638301
-0.751258918982537,-0.0885512227851221,"Zapteryx_brevirostris","Rhinopristiformes","rays",70,21.1865,0.168110613,1272,7.14834574390007,39.42754951,-0.296917724,-0.234302553
-0.665774032971736,0.304375377956439,"Zapteryx_exasperata","Rhinopristiformes","rays",11.5,18.3845,0.250425868,7553.04145,8.929705602184,39.80649606,-0.127773719,-0.342999614
1.12561786889351,0.576952654912466,"Zearaja_chilensis","Rajiformes","skates",300.5,6.8835,0.26709013,23030.63057,10.0445803728133,41.44135229,0.60194958,0.193982447
